TEMPERATURA;FLUXO-SAIDA;ALTURA
28.182573;100.000000;1.490487
28.182573;100.000000;1.490487
28.182131;100.000000;1.490813
28.169762;100.000000;1.497619
28.170055;100.000000;1.497825
28.170055;100.000000;1.497825
28.169090;100.000000;1.498263
28.209772;100.000000;1.485281
28.209475;100.000000;1.485256
28.209475;100.000000;1.485256
28.209475;100.000000;1.485256
28.194607;100.000000;1.491650
28.193199;100.000000;1.492194
28.193199;100.000000;1.492194
28.192066;100.000000;1.492631
28.179819;100.000000;1.499125
28.179399;100.000000;1.499450
28.179399;100.000000;1.499450
28.178131;100.000000;1.499994
28.204159;100.000000;1.483894
28.204159;100.000000;1.483894
28.198792;100.000000;1.483081
28.198792;100.000000;1.483081
28.173519;100.000000;1.491725
28.171295;100.000000;1.492388
28.171295;100.000000;1.492388
28.170280;100.000000;1.492944
28.145943;100.000000;1.502394
28.145943;100.000000;1.502394
28.145943;100.000000;1.502394
28.145943;100.000000;1.502394
28.167131;100.000000;1.486362
28.165529;100.000000;1.486919
28.165529;100.000000;1.486919
28.164623;100.000000;1.487350
28.141191;100.000000;1.496919
28.141628;100.000000;1.496912
28.141628;100.000000;1.496912
28.140217;100.000000;1.497469
28.169121;100.000000;1.483444
28.169121;100.000000;1.483444
28.168392;100.000000;1.482356
28.168392;100.000000;1.482356
28.157698;100.000000;1.486056
28.157873;100.000000;1.486262
28.157873;100.000000;1.486262
28.157873;100.000000;1.486262
28.148270;100.000000;1.493369
28.148270;100.000000;1.493369
28.148270;100.000000;1.493369
28.148270;100.000000;1.494012
28.140366;100.000000;1.500600
28.140366;100.000000;1.500600
28.138685;100.000000;1.501581
28.140207;100.000000;1.501500
28.179823;100.000000;1.488025
28.179823;100.000000;1.488025
28.179432;100.000000;1.488344
28.179432;100.000000;1.488344
28.168795;100.000000;1.494812
28.168795;100.000000;1.494812
28.167500;100.000000;1.495575
28.167500;100.000000;1.495575
28.167543;100.000000;1.499431
28.175348;100.000000;1.497306
28.177528;100.000000;1.496662
28.185305;100.000000;1.494494
28.193069;100.000000;1.489756
28.193069;100.000000;1.489756
28.193205;100.000000;1.489962
28.193205;100.000000;1.489962
28.179100;100.000000;1.497094
28.179100;100.000000;1.497425
28.178068;100.000000;1.497531
28.178068;100.000000;1.497531
28.219234;100.000000;1.486006
28.219234;100.000000;1.486006
28.217606;100.000000;1.485356
28.216604;100.000000;1.485181
28.201157;100.000000;1.491225
28.200586;100.000000;1.491550
28.200586;100.000000;1.491550
28.200586;100.000000;1.491550
28.186096;100.000000;1.498587
28.185020;100.000000;1.499025
28.185020;100.000000;1.499025
28.184565;100.000000;1.499350
28.209227;100.000000;1.483794
28.209227;100.000000;1.483794
28.209227;100.000000;1.483794
28.209227;100.000000;1.483794
28.178888;100.000000;1.491194
28.177893;100.000000;1.491625
28.177893;100.000000;1.491625
28.175636;100.000000;1.492288
28.153425;100.000000;1.501163
28.151934;100.000000;1.501719
28.150564;100.000000;1.502131
28.149649;100.000000;1.502306
28.170244;100.000000;1.485994
28.169044;100.000000;1.486537
28.169044;100.000000;1.486537
28.167427;100.000000;1.487094
28.144941;100.000000;1.496125
28.144114;100.000000;1.496569
28.144114;100.000000;1.496569
28.143217;100.000000;1.497100
28.169905;100.000000;1.487756
28.169905;100.000000;1.487756
28.171352;100.000000;1.483656
28.171352;100.000000;1.483656
28.148325;100.000000;1.488363
28.148102;100.000000;1.488475
28.148102;100.000000;1.488475
28.145802;100.000000;1.489256
28.127132;100.000000;1.498050
28.125824;100.000000;1.498606
28.125824;100.000000;1.498606
28.125134;100.000000;1.499050
28.152884;100.000000;1.482013
28.152884;100.000000;1.482013
28.151957;100.000000;1.481875
28.151957;100.000000;1.481875
28.131243;100.000000;1.490619
28.130281;100.000000;1.491181
28.130281;100.000000;1.491181
28.129694;100.000000;1.491600
28.112389;100.000000;1.500512
28.110489;100.000000;1.501281
28.110489;100.000000;1.501281
28.110025;100.000000;1.501731
28.167969;100.000000;1.471544
28.167969;100.000000;1.471544
28.167969;100.000000;1.471544
28.167316;100.000000;1.472125
28.157269;100.000000;1.478737
28.157269;100.000000;1.478737
28.155499;100.000000;1.479719
28.155499;100.000000;1.479719
28.145132;100.000000;1.486975
28.145132;100.000000;1.486975
28.144981;100.000000;1.487294
28.144981;100.000000;1.487294
28.137833;100.000000;1.493556
28.137833;100.000000;1.493556
28.137472;100.000000;1.494525
28.137472;100.000000;1.494525
28.131817;100.000000;1.501275
28.134787;100.000000;1.500587
28.135864;100.000000;1.500306
28.140121;100.000000;1.499219
28.171299;100.000000;1.488556
28.171299;100.000000;1.488556
28.171356;100.000000;1.488762
28.171356;100.000000;1.488762
28.158838;100.000000;1.496106
28.158838;100.000000;1.496106
28.157946;100.000000;1.496544
28.157946;100.000000;1.496544
28.191282;100.000000;1.490456
28.191282;100.000000;1.490456
28.191282;100.000000;1.490456
28.191282;100.000000;1.490456
28.169348;100.000000;1.494281
28.167837;100.000000;1.494819
28.168230;100.000000;1.494812
28.168230;100.000000;1.494812
28.159220;100.000000;1.497062
28.161081;100.000000;1.496356
28.161081;100.000000;1.496356
28.167906;100.000000;1.494000
28.175341;100.000000;1.485669
28.175364;100.000000;1.485875
28.175364;100.000000;1.485875
28.174355;100.000000;1.486313
28.163570;100.000000;1.492981
28.162645;100.000000;1.493419
28.162645;100.000000;1.493419
28.162989;100.000000;1.493625
28.153580;100.000000;1.500237
28.152536;100.000000;1.500781
28.152536;100.000000;1.500781
28.151691;100.000000;1.501219
28.182995;100.000000;1.489706
28.181755;100.000000;1.490237
28.181755;100.000000;1.490237
28.180052;100.000000;1.490794
28.156326;100.000000;1.499787
28.155422;100.000000;1.500231
28.155422;100.000000;1.500231
28.154428;100.000000;1.500762
28.179186;100.000000;1.482087
28.176907;100.000000;1.482738
28.176907;100.000000;1.482738
28.175571;100.000000;1.483294
28.152243;100.000000;1.492500
28.152014;100.000000;1.492612
28.152014;100.000000;1.492612
28.149754;100.000000;1.493381
28.134405;100.000000;1.500881
28.134405;100.000000;1.500881
28.140171;100.000000;1.499806
28.140171;100.000000;1.499806
28.154390;100.000000;1.493656
28.154806;100.000000;1.493650
28.154806;100.000000;1.493650
28.153299;100.000000;1.494206
28.131479;100.000000;1.502981
28.131479;100.000000;1.502981
28.133539;100.000000;1.501831
28.133539;100.000000;1.500225
28.164093;100.000000;1.484881
28.164213;100.000000;1.485088
28.164213;100.000000;1.485088
28.164213;100.000000;1.485088
28.153553;100.000000;1.492244
28.153553;100.000000;1.492244
28.153553;100.000000;1.492244
28.153109;100.000000;1.492887
28.144844;100.000000;1.499500
28.143402;100.000000;1.500131
28.142591;100.000000;1.500575
28.142591;100.000000;1.500575
28.162540;100.000000;1.484719
28.161406;100.000000;1.485263
28.159842;100.000000;1.485819
28.159842;100.000000;1.485819
28.137444;100.000000;1.495369
28.137444;100.000000;1.495369
28.136806;100.000000;1.495788
28.136806;100.000000;1.495788
28.147055;100.000000;1.492200
28.159119;100.000000;1.488125
28.159119;100.000000;1.488125
28.162928;100.000000;1.485137
28.141968;100.000000;1.487475
28.141968;100.000000;1.487475
28.139963;100.000000;1.488137
28.139963;100.000000;1.488137
28.120682;100.000000;1.497569
28.120682;100.000000;1.497887
28.120094;100.000000;1.498000
28.120094;100.000000;1.498000
28.152782;100.000000;1.488312
28.152782;100.000000;1.488312
28.149406;100.000000;1.489094
28.148838;100.000000;1.489413
28.128361;100.000000;1.498569
28.127142;100.000000;1.499106
28.127602;100.000000;1.499100
28.127602;100.000000;1.499100
28.163105;100.000000;1.479631
28.163105;100.000000;1.479631
28.162178;100.000000;1.479481
28.162123;100.000000;1.479431
28.152225;100.000000;1.486144
28.152447;100.000000;1.486350
28.152447;100.000000;1.486350
28.151600;100.000000;1.486788
28.143517;100.000000;1.493456
28.142731;100.000000;1.493894
28.142731;100.000000;1.493894
28.143211;100.000000;1.494100
28.136229;100.000000;1.500687
28.135336;100.000000;1.501231
28.135336;100.000000;1.501231
28.134611;100.000000;1.501669
28.176733;100.000000;1.487538
28.176331;100.000000;1.487862
28.176331;100.000000;1.487862
28.175081;100.000000;1.488406
28.164820;100.000000;1.494900
28.163891;100.000000;1.495337
28.163891;100.000000;1.495337
28.163580;100.000000;1.495662
28.172770;100.000000;1.496906
28.174953;100.000000;1.496263
28.174953;100.000000;1.496263
28.174953;100.000000;1.496263
28.175613;100.000000;1.493163
28.175613;100.000000;1.493275
28.175613;100.000000;1.493275
28.172878;100.000000;1.494044
28.150755;100.000000;1.501631
28.150755;100.000000;1.501631
28.153324;100.000000;1.500631
28.153324;100.000000;1.500631
28.184616;100.000000;1.482162
28.184616;100.000000;1.482162
28.184616;100.000000;1.482162
28.184616;100.000000;1.482162
28.172291;100.000000;1.489150
28.172291;100.000000;1.489150
28.172291;100.000000;1.489150
28.170063;100.000000;1.490137
28.159960;100.000000;1.496744
28.159960;100.000000;1.496744
28.159218;100.000000;1.496744
28.159218;100.000000;1.496744
28.196024;100.000000;1.487306
28.196024;100.000000;1.487306
28.196024;100.000000;1.487306
28.196024;100.000000;1.487306
28.168848;100.000000;1.494987
28.167242;100.000000;1.495544
28.166330;100.000000;1.495975
28.166330;100.000000;1.495975
28.172909;100.000000;1.492838
28.187263;100.000000;1.487713
28.190760;100.000000;1.486569
28.192583;100.000000;1.484781
28.180977;100.000000;1.483487
28.180977;100.000000;1.483487
28.179502;100.000000;1.484250
28.179502;100.000000;1.484250
28.167694;100.000000;1.491263
28.167694;100.000000;1.491263
28.166742;100.000000;1.491700
28.166742;100.000000;1.491700
28.156092;100.000000;1.498725
28.156092;100.000000;1.498725
28.156279;100.000000;1.499038
28.156279;100.000000;1.499038
28.187988;100.000000;1.487794
28.187218;100.000000;1.488112
28.186926;100.000000;1.488225
28.186926;100.000000;1.488225
28.161209;100.000000;1.497775
28.161209;100.000000;1.497775
28.159658;100.000000;1.498331
28.159040;100.000000;1.498650
28.184137;100.000000;1.483631
28.184137;100.000000;1.482981
28.183062;100.000000;1.482956
28.183062;100.000000;1.482956
28.171457;100.000000;1.488137
28.170477;100.000000;1.488575
28.170477;100.000000;1.488575
28.170118;100.000000;1.488900
28.159283;100.000000;1.495681
28.159649;100.000000;1.495888
28.159649;100.000000;1.495888
28.158754;100.000000;1.496325
28.180944;100.000000;1.493825
28.183739;100.000000;1.492988
28.193144;100.000000;1.490225
28.196478;100.000000;1.489219
28.187908;100.000000;1.489700
28.186558;100.000000;1.490244
28.186558;100.000000;1.490244
28.185722;100.000000;1.490681
28.173708;100.000000;1.497175
28.173594;100.000000;1.497500
28.173594;100.000000;1.497500
28.172375;100.000000;1.498044
28.200869;100.000000;1.487131
28.204758;100.000000;1.484056
28.204159;100.000000;1.482881
28.203215;100.000000;1.482681
28.189068;100.000000;1.484419
28.189232;100.000000;1.484625
28.189232;100.000000;1.484625
28.189232;100.000000;1.484625
28.173117;100.000000;1.492400
28.172852;100.000000;1.492512
28.172852;100.000000;1.492512
28.170338;100.000000;1.493294
28.146561;100.000000;1.502612
28.146561;100.000000;1.502612
28.145695;100.000000;1.502700
28.145695;100.000000;1.502700
28.182905;100.000000;1.481600
28.182905;100.000000;1.481600
28.182905;100.000000;1.481600
28.182905;100.000000;1.481600
28.170656;100.000000;1.488613
28.170656;100.000000;1.488613
28.170656;100.000000;1.488613
28.168453;100.000000;1.489600
28.158583;100.000000;1.496156
28.158955;100.000000;1.496362
28.158066;100.000000;1.496362
28.158066;100.000000;1.496362
28.199539;100.000000;1.487131
28.199261;100.000000;1.486881
28.199261;100.000000;1.486881
28.199261;100.000000;1.486881
28.185638;100.000000;1.490300
28.185638;100.000000;1.490300
28.183235;100.000000;1.491281
28.183235;100.000000;1.491281
28.170895;100.000000;1.498300
28.170895;100.000000;1.498300
28.170567;100.000000;1.498619
28.170567;100.000000;1.498619
28.204191;100.000000;1.486675
28.204191;100.000000;1.486675
28.201525;100.000000;1.487363
28.201525;100.000000;1.487363
28.173296;100.000000;1.497031
28.173296;100.000000;1.497031
28.172501;100.000000;1.497369
28.172501;100.000000;1.497369
28.217075;100.000000;1.483031
28.217075;100.000000;1.483031
28.217075;100.000000;1.483031
28.217075;100.000000;1.483031
28.184290;100.000000;1.490719
28.184290;100.000000;1.491037
28.183254;100.000000;1.491150
28.183254;100.000000;1.491150
28.158108;100.000000;1.500687
28.158108;100.000000;1.500687
28.156584;100.000000;1.501244
28.156584;100.000000;1.501244
28.177206;100.000000;1.485281
28.175562;100.000000;1.485831
28.175943;100.000000;1.485825
28.175943;100.000000;1.485825
28.151106;100.000000;1.495388
28.150234;100.000000;1.495831
28.150234;100.000000;1.495831
28.148859;100.000000;1.496369
28.153984;100.000000;1.494181
28.156689;100.000000;1.493294
28.165176;100.000000;1.490356
28.168201;100.000000;1.489287
28.162069;100.000000;1.486456
28.161150;100.000000;1.486894
28.161150;100.000000;1.486894
28.161507;100.000000;1.487100
28.152363;100.000000;1.493688
28.151327;100.000000;1.494231
28.151327;100.000000;1.494231
28.150486;100.000000;1.494669
28.135515;100.000000;1.500744
28.136457;100.000000;1.500344
28.141569;100.000000;1.498306
28.143398;100.000000;1.497700
28.155844;100.000000;1.485512
28.154932;100.000000;1.485956
28.154932;100.000000;1.485956
28.153866;100.000000;1.486500
28.133909;100.000000;1.495363
28.131973;100.000000;1.496025
28.131973;100.000000;1.496025
28.131042;100.000000;1.496581
28.158077;100.000000;1.491706
28.162043;100.000000;1.488419
28.159861;100.000000;1.488287
28.159861;100.000000;1.488287
28.139366;100.000000;1.496425
28.137970;100.000000;1.496981
28.137970;100.000000;1.496981
28.137262;100.000000;1.497412
28.171125;100.000000;1.482606
28.170242;100.000000;1.482406
28.170143;100.000000;1.481456
28.170143;100.000000;1.481456
28.160194;100.000000;1.484375
28.160194;100.000000;1.484375
28.160194;100.000000;1.484375
28.158150;100.000000;1.485363
28.149197;100.000000;1.491863
28.149633;100.000000;1.492175
28.149633;100.000000;1.492175
28.149633;100.000000;1.492175
28.140064;100.000000;1.499769
28.140064;100.000000;1.499769
28.140064;100.000000;1.499769
28.140064;100.000000;1.499769
28.183327;100.000000;1.485975
28.183327;100.000000;1.485975
28.180952;100.000000;1.486956
28.180952;100.000000;1.486956
28.168730;100.000000;1.494000
28.168730;100.000000;1.494000
28.168417;100.000000;1.494319
28.168417;100.000000;1.494319
28.158968;100.000000;1.500813
28.158152;100.000000;1.501431
28.158798;100.000000;1.501350
28.161867;100.000000;1.500563
28.181883;100.000000;1.491481
28.181883;100.000000;1.491481
28.181038;100.000000;1.491819
28.181038;100.000000;1.491819
28.156828;100.000000;1.501225
28.156828;100.000000;1.501225
28.154736;100.000000;1.501887
28.153236;100.000000;1.502256
28.188295;100.000000;1.480769
28.187445;100.000000;1.481100
28.187187;100.000000;1.481206
28.187187;100.000000;1.481206
28.175030;100.000000;1.488025
28.175030;100.000000;1.488025
28.173790;100.000000;1.488569
28.173790;100.000000;1.488569
28.163012;100.000000;1.495450
28.162708;100.000000;1.495775
28.162708;100.000000;1.495775
28.162708;100.000000;1.495775
28.181671;100.000000;1.494156
28.184393;100.000000;1.493338
28.184393;100.000000;1.493338
28.193588;100.000000;1.490638
28.174534;100.000000;1.493325
28.172272;100.000000;1.493994
28.172272;100.000000;1.493994
28.171217;100.000000;1.494444
28.152506;100.000000;1.500706
28.153488;100.000000;1.500281
28.157461;100.000000;1.498756
28.159201;100.000000;1.498169
28.184668;100.000000;1.482262
28.183340;100.000000;1.482806
28.183340;100.000000;1.482806
28.182268;100.000000;1.483244
28.171221;100.000000;1.489712
28.170858;100.000000;1.490037
28.170858;100.000000;1.490037
28.169657;100.000000;1.490581
28.148985;100.000000;1.499200
28.148130;100.000000;1.499644
28.148130;100.000000;1.499644
28.147202;100.000000;1.500175
28.180212;100.000000;1.479669
28.180157;100.000000;1.479594
28.180157;100.000000;1.479594
28.180157;100.000000;1.479594
28.167109;100.000000;1.486912
28.166887;100.000000;1.487019
28.166887;100.000000;1.487019
28.166887;100.000000;1.487019
28.157265;100.000000;1.493837
28.156185;100.000000;1.494381
28.156185;100.000000;1.494381
28.156185;100.000000;1.494381
28.147701;100.000000;1.501400
28.147701;100.000000;1.501400
28.150841;100.000000;1.500612
28.150841;100.000000;1.500612
28.172586;100.000000;1.491381
28.171265;100.000000;1.491944
28.171265;100.000000;1.491944
28.170321;100.000000;1.492375
28.148184;100.000000;1.501300
28.144699;100.000000;1.502331
28.144699;100.000000;1.502331
28.144699;100.000000;1.502331
28.180761;100.000000;1.481006
28.179745;100.000000;1.481437
28.179745;100.000000;1.481437
28.177219;100.000000;1.482206
28.154881;100.000000;1.490975
28.153370;100.000000;1.491531
28.152552;100.000000;1.491963
28.152552;100.000000;1.491963
28.131800;100.000000;1.501094
28.131203;100.000000;1.501513
28.129869;100.000000;1.502069
28.127399;100.000000;1.502681
28.154285;100.000000;1.484319
28.154285;100.000000;1.484319
28.153294;100.000000;1.484738
28.153294;100.000000;1.484738
28.131094;100.000000;1.494406
28.131094;100.000000;1.494406
28.130518;100.000000;1.494744
28.130518;100.000000;1.494744
28.147690;100.000000;1.493850
28.157028;100.000000;1.491163
28.160555;100.000000;1.490188
28.169199;100.000000;1.490188
28.159468;100.000000;1.489469
28.158775;100.000000;1.489800
28.158567;100.000000;1.489906
28.158567;100.000000;1.489906
28.150232;100.000000;1.496675
28.150232;100.000000;1.496675
28.149218;100.000000;1.497219
28.149218;100.000000;1.497219
28.192354;100.000000;1.486831
28.192354;100.000000;1.486831
28.191223;100.000000;1.486056
28.191223;100.000000;1.486056
28.178635;100.000000;1.490888
28.177607;100.000000;1.491325
28.177607;100.000000;1.491325
28.177200;100.000000;1.491650
28.165283;100.000000;1.498481
28.165607;100.000000;1.498688
28.165607;100.000000;1.498688
28.164675;100.000000;1.499125
28.204039;100.000000;1.485419
28.203110;100.000000;1.485794
28.203110;100.000000;1.485794
28.202892;100.000000;1.486000
28.188906;100.000000;1.492587
28.187548;100.000000;1.493131
28.187548;100.000000;1.493131
28.186455;100.000000;1.493569
28.174995;100.000000;1.500038
28.174608;100.000000;1.500363
28.174608;100.000000;1.500363
28.173382;100.000000;1.500906
28.212011;100.000000;1.486788
28.210745;100.000000;1.487225
28.210745;100.000000;1.487225
28.210108;100.000000;1.487550
28.194399;100.000000;1.494356
28.194527;100.000000;1.494563
28.194527;100.000000;1.494563
28.194527;100.000000;1.494563
28.179235;100.000000;1.502169
28.178335;100.000000;1.502169
28.178335;100.000000;1.502169
28.178335;100.000000;1.502169
28.196358;100.000000;1.485237
28.194544;100.000000;1.485794
28.194544;100.000000;1.485794
28.193436;100.000000;1.486225
28.166405;100.000000;1.495794
28.166800;100.000000;1.495788
28.166800;100.000000;1.495788
28.165209;100.000000;1.496344
28.172232;100.000000;1.492694
28.172232;100.000000;1.492694
28.183569;100.000000;1.487025
28.183569;100.000000;1.487025
28.160351;100.000000;1.490037
28.157770;100.000000;1.490806
28.157770;100.000000;1.490806
28.156815;100.000000;1.491256
28.136400;100.000000;1.500144
28.135706;100.000000;1.500575
28.135706;100.000000;1.500575
28.133533;100.000000;1.501356
28.162495;100.000000;1.482644
28.162495;100.000000;1.482644
28.161539;100.000000;1.483088
28.161539;100.000000;1.483088
28.139591;100.000000;1.492219
